Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
11/1/2015,1/1/1900,November,2015,29,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,16,1008,1024
10/6/2013,1/6/1900,October,2013,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",8,42,54,40,336,376
10/6/2015,1/6/1900,October,2015,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",6,42,54,30,252,282
4/26/2014,1/26/1900,April,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",3,42,54,15,126,141
4/26/2016,1/26/1900,April,2016,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",3,42,54,15,126,141
5/29/2014,1/29/1900,May,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",8,42,54,40,336,376
5/29/2016,1/29/1900,May,2016,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",6,42,54,30,252,282
6/2/2014,1/2/1900,June,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,60,504,564
6/2/2016,1/2/1900,June,2016,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,70,588,658
6/6/2014,1/6/1900,June,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,85,714,799
6/6/2016,1/6/1900,June,2016,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",19,42,54,95,798,893
6/8/2014,1/8/1900,June,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,50,420,470
6/8/2014,1/8/1900,June,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",11,42,54,55,462,517
6/8/2016,1/8/1900,June,2016,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,35,294,329
6/8/2016,1/8/1900,June,2016,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,50,420,470
6/16/2014,1/16/1900,June,2014,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,35,294,329
6/16/2016,1/16/1900,June,2016,32,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,35,294,329
7/20/2013,1/20/1900,July,2013,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,13,798,811
7/20/2015,1/20/1900,July,2015,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,11,714,725
9/14/2013,1/14/1900,September,2013,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,17,1050,1067
9/14/2015,1/14/1900,September,2015,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,15,966,981
9/18/2013,1/18/1900,September,2013,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,17,1050,1067
9/18/2015,1/18/1900,September,2015,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,16,1008,1024
11/27/2013,1/27/1900,November,2013,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,2,126,128
11/27/2015,1/27/1900,November,2015,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,1,84,85
7/17/2014,1/17/1900,July,2014,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,4,252,256
7/17/2016,1/17/1900,July,2016,32,Young Adults (25-34),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,3,168,171
8/8/2013,1/8/1900,August,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,129,1092,1221
8/8/2015,1/8/1900,August,2015,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,120,1008,1128
8/30/2013,1/30/1900,August,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",20,42,54,100,840,940
8/30/2015,1/30/1900,August,2015,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",22,42,54,110,924,1034
9/20/2013,1/20/1900,September,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,50,420,470
9/20/2015,1/20/1900,September,2015,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,60,504,564
9/23/2013,1/23/1900,September,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,125,1050,1175
9/23/2015,1/23/1900,September,2015,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,120,1008,1128
11/14/2013,1/14/1900,November,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,60,504,564
11/14/2015,1/14/1900,November,2015,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,70,588,658
12/15/2013,1/15/1900,December,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",28,42,54,139,1176,1315
12/15/2015,1/15/1900,December,2015,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,144,1218,1362
12/16/2013,1/16/1900,December,2013,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,120,1008,1128
12/16/2015,1/16/1900,December,2015,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",22,42,54,110,924,1034
4/19/2014,1/19/1900,April,2014,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,25,210,235
4/19/2016,1/19/1900,April,2016,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2,42,54,10,84,94
6/4/2014,1/4/1900,June,2014,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,125,1050,1175
6/4/2016,1/4/1900,June,2016,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,120,1008,1128
8/10/2013,1/10/1900,August,2013,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",24,42,54,120,1008,1128
8/10/2015,1/10/1900,August,2015,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",25,42,54,125,1050,1175
8/23/2013,1/23/1900,August,2013,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,85,714,799
8/23/2015,1/23/1900,August,2015,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,85,714,799
10/1/2013,1/1/1900,October,2013,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",19,42,54,95,798,893
10/1/2015,1/1/1900,October,2015,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",18,42,54,90,756,846
10/2/2013,1/2/1900,October,2013,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,50,420,470
10/2/2015,1/2/1900,October,2015,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",8,42,54,40,336,376
1/2/2014,1/2/1900,January,2014,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,5,42,47
1/2/2016,1/2/1900,January,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,5,42,47
4/28/2014,1/28/1900,April,2014,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,35,294,329
4/28/2016,1/28/1900,April,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",6,42,54,30,252,282
4/29/2014,1/29/1900,April,2014,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",6,42,54,30,252,282
4/29/2016,1/29/1900,April,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,20,168,188
5/12/2014,1/12/1900,May,2014,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",18,42,54,90,756,846
5/12/2016,1/12/1900,May,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,85,714,799
6/20/2014,1/20/1900,June,2014,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,115,966,1081
6/20/2016,1/20/1900,June,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,115,966,1081
7/14/2014,1/14/1900,July,2014,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,15,126,141
7/14/2016,1/14/1900,July,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,5,42,47
7/23/2014,1/23/1900,July,2014,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,15,126,141
7/23/2016,1/23/1900,July,2016,31,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,20,168,188
5/22/2014,1/22/1900,May,2014,53,Adults (35-64),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,11,714,725
5/22/2016,1/22/1900,May,2016,53,Adults (35-64),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,9,588,597
12/17/2013,1/17/1900,December,2013,19,Youth (<25),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,2,672,674
12/17/2015,1/17/1900,December,2015,19,Youth (<25),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",17,42,54,2,714,716
6/20/2014,1/20/1900,June,2014,19,Youth (<25),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",11,42,54,1,462,463
6/20/2016,1/20/1900,June,2016,19,Youth (<25),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,1,378,379
10/21/2013,1/21/1900,October,2013,51,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,97,1218,1315
10/21/2015,1/21/1900,October,2015,51,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,87,1092,1179
9/1/2013,1/1/1900,September,2013,59,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,1,378,379
9/1/2015,1/1/1900,September,2015,59,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,1,294,295
11/22/2013,1/22/1900,November,2013,40,Adults (35-64),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,2,42,44
11/22/2015,1/22/1900,November,2015,40,Adults (35-64),M,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,2,42,44
8/15/2013,1/15/1900,August,2013,33,Young Adults (25-34),M,Canada,Alberta,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,192,672,864
8/15/2015,1/15/1900,August,2015,33,Young Adults (25-34),M,Canada,Alberta,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,216,756,972
10/13/2013,1/13/1900,October,2013,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,273,1050,1323
10/13/2015,1/13/1900,October,2015,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,273,1050,1323
12/15/2013,1/15/1900,December,2013,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,197,756,953
12/15/2015,1/15/1900,December,2015,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,197,756,953
4/13/2014,1/13/1900,April,2014,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,175,672,847
4/13/2016,1/13/1900,April,2016,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,175,672,847
6/10/2014,1/10/1900,June,2014,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54,55,210,265
6/10/2016,1/10/1900,June,2016,51,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,33,126,159
2/20/2014,1/20/1900,February,2014,49,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,284,1092,1376
2/20/2016,1/20/1900,February,2016,49,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,284,1092,1376
4/29/2014,1/29/1900,April,2014,49,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,44,168,212
4/29/2016,1/29/1900,April,2016,49,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,44,168,212
6/5/2014,1/5/1900,June,2014,49,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",7,42,54,76,294,370
6/5/2016,1/5/1900,June,2016,49,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,66,252,318
10/26/2013,1/26/1900,October,2013,47,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,1,420,421
10/26/2015,1/26/1900,October,2015,47,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",11,42,54,1,462,463
4/15/2014,1/15/1900,April,2014,47,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,2,714,716
4/15/2016,1/15/1900,April,2016,47,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",19,42,54,2,798,800
5/23/2014,1/23/1900,May,2014,47,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",25,42,54,3,1050,1053
5/23/2016,1/23/1900,May,2016,47,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",26,42,54,3,1092,1095
1/25/2014,1/25/1900,January,2014,46,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,321,1176,1497
1/25/2016,1/25/1900,January,2016,46,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,309,1134,1443
7/1/2014,1/1/1900,July,2014,46,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,1,504,505
7/1/2016,1/1/1900,July,2016,46,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",11,42,54,1,462,463
4/24/2014,1/24/1900,April,2014,43,Adults (35-64),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",4,42,54,46,168,214
4/24/2016,1/24/1900,April,2016,43,Adults (35-64),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",4,42,54,46,168,214
10/14/2013,1/14/1900,October,2013,27,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",30,42,54,328,1260,1588
10/14/2015,1/14/1900,October,2015,27,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",27,42,54,295,1134,1429
10/28/2013,1/28/1900,October,2013,27,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,131,504,635
10/28/2015,1/28/1900,October,2015,27,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,153,588,741
11/5/2013,1/5/1900,November,2013,27,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",16,42,54,175,672,847
11/5/2015,1/5/1900,November,2015,27,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,153,588,741
7/27/2013,1/27/1900,July,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,3,1008,1011
7/27/2015,1/27/1900,July,2015,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,3,966,969
9/8/2013,1/8/1900,September,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,3,1092,1095
9/8/2015,1/8/1900,September,2015,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,3,1092,1095
9/9/2013,1/9/1900,September,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,2,714,716
9/9/2015,1/9/1900,September,2015,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,2,630,632
9/14/2013,1/14/1900,September,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,3,1092,1095
9/14/2015,1/14/1900,September,2015,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,3,1008,1011
10/10/2013,1/10/1900,October,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,0,126,126
10/10/2015,1/10/1900,October,2015,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,0,84,84
10/28/2013,1/28/1900,October,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54,1,210,211
10/28/2015,1/28/1900,October,2015,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,0,84,84
6/11/2014,1/11/1900,June,2014,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,0,126,126
6/11/2016,1/11/1900,June,2016,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,0,42,42
8/12/2013,1/12/1900,August,2013,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,1,504,505
8/12/2015,1/12/1900,August,2015,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,2,546,548
8/30/2013,1/30/1900,August,2013,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,1,378,379
8/30/2015,1/30/1900,August,2015,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,1,420,421
10/8/2013,1/8/1900,October,2013,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,1,420,421
10/8/2015,1/8/1900,October,2015,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,1,336,337
6/1/2014,1/1/1900,June,2014,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",18,42,54,2,756,758
6/1/2014,1/1/1900,June,2014,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,2,798,800
6/1/2016,1/1/1900,June,2016,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",18,42,54,2,756,758
6/1/2016,1/1/1900,June,2016,28,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",17,42,54,2,714,716
9/11/2013,1/11/1900,September,2013,32,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,84,798,882
9/11/2015,1/11/1900,September,2015,32,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,75,714,789
2/12/2014,1/12/1900,February,2014,32,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,111,1050,1161
2/12/2016,1/12/1900,February,2016,32,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,98,924,1022
11/30/2013,1/30/1900,November,2013,24,Youth (<25),M,France,Charente-Maritime,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",20,42,54,218,840,1058
11/30/2015,1/30/1900,November,2015,24,Youth (<25),M,France,Charente-Maritime,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",21,42,54,229,882,1111
5/24/2014,1/24/1900,May,2014,26,Young Adults (25-34),M,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,238,1218,1456
5/24/2016,1/24/1900,May,2016,26,Young Adults (25-34),M,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,238,1218,1456
6/28/2014,1/28/1900,June,2014,26,Young Adults (25-34),M,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,238,1218,1456
6/28/2016,1/28/1900,June,2016,26,Young Adults (25-34),M,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,238,1218,1456
8/5/2013,1/5/1900,August,2013,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,32,588,620
8/5/2015,1/5/1900,August,2015,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,25,462,487
10/1/2013,1/1/1900,October,2013,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,36,672,708
10/1/2015,1/1/1900,October,2015,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,39,714,753
12/10/2013,1/10/1900,December,2013,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,32,588,620
12/10/2015,1/10/1900,December,2015,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,32,588,620
1/21/2014,1/21/1900,January,2014,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,25,462,487
1/21/2016,1/21/1900,January,2016,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,18,336,354
3/11/2014,1/11/1900,March,2014,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54,11,210,221
3/11/2016,1/11/1900,March,2016,26,Young Adults (25-34),M,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,7,126,133
7/10/2013,1/10/1900,July,2013,26,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,2,756,758
7/10/2015,1/10/1900,July,2015,26,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,2,756,758
11/30/2013,1/30/1900,November,2013,26,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,3,1176,1179
11/30/2013,1/30/1900,November,2013,26,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,1,336,337
11/30/2015,1/30/1900,November,2015,26,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,3,1134,1137
11/30/2015,1/30/1900,November,2015,26,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",7,42,54,1,294,295
1/10/2014,1/10/1900,January,2014,23,Youth (<25),F,France,Loiret,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,12,84,96
1/10/2016,1/10/1900,January,2016,23,Youth (<25),F,France,Loiret,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,24,168,192
12/6/2013,1/6/1900,December,2013,30,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,81,1008,1089
